COD_ENCUESTADO,Nombre Campus,NIVEL ACTUAL,Clave de carrera,Ciclo,COMENTARIO,IND_GEA,IND_DELEGADO,CANT_CURSOS_MATRICU_SIN_INGLES,UOD_depostista_ind_deportista,NPS
26324,2,FC,104,1, En la atencion en admision y atencion al alumno. Explicar y ayudar con las dudas que tenemos como nuevos estudiantes,,,4,,3
24855,1,AC,31,1, Accesorias para el uso del blackbord . Perdí algunas notas por aquello,,,4,,2
8839,2,AC,5,1, Calidad de profesores e infraestructura,,,5,,4
1088,3,AC,31,1, La buena atención y los profesores muy aptos,,,4,,4
7549,3,AC,21,2, Mas organizcion,,Delegado,6,,3
25773,2,FC,108,6," Costo mensualidad, dejar de subirlo. Le quitan la posibilidad a muchos alumnos de continuar su carrera por no tener posibilidad de pago. Esta bien que seamos de EPE pero igual nos afecta.",,Delegado,4,,3
7513,3,AC,7,4, Tiene un buen proyecto de estudios,,,5,,3
26506,4,FC,104,2, Los telefonos siempre estan ocupaddos,,,5,,3
27358,2,FC,107,4, El nivel de exigencia de los cursos,,Delegado,4,,4
28426,1,FC,108,1, La enseñanza es muy buena y de calidad,,,4,,4
22136,4,AC,26,9, La selección de docentes.,,,4,,3
1869,2,AC,11,1, Porque sí,,,7,,3
20556,4,AC,2,1," Que los trabajos son grupales y asi, se puede socializar. Los profesores detallan muy bien clases.",,Delegado,5,,4
18956,1,AC,38,2, Control de aprendizaje y más atención a los servicios básicos,,,5,,3
8337,4,AC,5,2, Porque es buena pero se sabe que es fácil ingresar,,Delegado,6,,3
10091,1,AC,5,1, Informes,,Delegado,2,,1
8174,3,AC,7,1, La atención al alumno debe mejorar.,,,4,,3
31631,3,FC,101,6, Ingles estacionamientos horarios,,,4,,2
1923,3,AC,25,9, Hacer que las tesis puedan ser individuales,,,3,,3
26750,1,FC,101,4, están implementado demasiado las clases online y no se aprende bien. el inglés es pésimo muy caro y no te dan clases presenciales,,,5,,3
27447,3,FC,109,7, Loa profesores deberian tener experiencia pedagogica,,Delegado,2,,2
32130,3,FC,100,1," Mala cordinacion entre sus areas , te derivan de un lado a otro y ninguno te da solucion",,,4,,2
18071,2,AC,28,2, Le pondría 10 pero mi profe de programación es muy vago,,,5,,3
10726,3,AC,27,5," No hay implementación practico del laboratorio de mecánica de rocas . Existe el laboratorio , pero no lo desarrollamos . No se puede aprender el curso , sino practicamos en laboratorio.",,Delegado,7,,2
33071,1,FC,105,1, La infraestructura Los profesores,,,2,,4
28807,2,FC,105,1, La exigencia de la malla curricular.,,Delegado,2,,4
15071,3,AC,32,4, El servicio de atención al alumno,,Delegado,5,,3
7225,3,AC,25,3, Las carpetas son muy incómodas y existen pocos ejemplares de libros del mismo autor y título.,,,6,,3
27026,1,FC,107,9, Mejorar horarios para que no sean los sabadoa,,,2,,3
25836,3,FC,107,3, La calidad,,,2,,4
27266,3,FC,101,8, El prestigio,,,5,,4
5633,1,AC,37,1, Es súper cómodo estudiar en universidad me parece todo bien bonito el campus y se lo recomendaría a cualquiera,,Delegado,6,,4
19516,1,AC,5,1, La atencion,,,5,,4
10309,3,AC,16,5, Más espacios de estudio y más computadoras disponibles,,Delegado,4,,3
21422,3,AC,12,1, Enseñan dms bien,,,7,,4
27562,3,FC,107,2," La enseñanza es buena, pero el costo es un poco elevado",,,2,,3
30979,3,FC,107,5, Su infraestructura,,,2,,4
30572,2,FC,105,3, Trabaja con modernidad y buena calidad fer profesores,,,4,,4
2193,3,AC,27,1, Nos brindan buenas oportunidades para estudiar mejor con los talleres y tutorías,,,6,,4
26407,4,PRESENCIAL,214,1, Sus profesores manejan sus temas y lo combinan con su experiencia.,,,,,4
21278,3,AC,11,4, La enseñanza es muy buena,,Delegado,7,,4
9465,3,AC,25,2, Mas areas recreativas debtro de la universidad,,,4,,3
23834,3,AC,11,1, Deberian aumentar la capacidad de mesas en la cafeteria,,,5,,3
9633,2,AC,7,4," Faltan cubículos, solo hay un ascensor en todo el campus, en los niveles superiores se percibe el olor de la comida preparada en la cafetería",,,5,,2
23066,2,AC,32,2," La verdad que le método de enseñanza es bueno, con las sesiones opine.",,,5,,3
5736,3,AC,39,1, La enseñanza,,Delegado,5,,4
11467,4,AC,10,1, Deberían de analizar mejor algunos cursos de los primeros ciclos,,,6,,2
23125,3,AC,14,2," Porque me siento insatisfecha con algunas cosas como el servicio, la matricula y algunos profesores",,,4,,3
3308,4,AC,9,7, Conocí el mundo,,,5,,4
20526,3,AC,13,2," La exigencia, innovación y calidad",,,7,,4
11054,1,AC,7,1, Mejorar la atención al cliente via telefónica,,,4,,3
7630,1,AC,33,2, Organizacion de los cursos,,Delegado,6,,3
4258,4,AC,5,2, El renombre,,,6,,4
29084,3,FC,107,6, Sobre la mensualidad,,,4,,3
10780,3,AC,25,6, El método de enseñanza,,,5,,4
15190,4,AC,5,3, la enseñanza puede mejorar y los cursos blended tambien,,,6,,3
8600,4,AC,31,1, La enseñanza y las áreas de estudio,,,4,,4
23650,4,AC,25,1," Infraestructura más amplia, con esparcimiento deportivos en San Isidro",,,5,,3
2971,1,AC,26,3," El tipo de enseñanza, además del buen sevicio que ofrece la universidad; sin dejar a un lado la infraestructura y calidad que posee",,Delegado,5,,4
16636,2,AC,7,1, Porque debería tener mejor presentación y ganar más reconocimiento,,,4,,3
3779,4,AC,5,1, En ue prefiero la enseñanzq mqs tradicional que inline,,,4,,3
6746,2,AC,5,2, La atencion en la cafeteria,,,4,,3
8702,3,AC,32,3," Falta de espacio en los cubículos, comedores y computadoras",,,5,,2
20478,3,AC,25,5," Pongan computadoras en los salones, parecen universidad estatal, y no hagan cursos blended, calidad sobre cantidad por favor.",,,6,,3
5982,1,AC,9,1, Faltan mas actividades extracurriculares,,,5,,3
12665,1,AC,33,5, Porque es innovadora,,,4,,3
17231,2,AC,16,1," Muy pequeña, las sillas sin respaldar, muy caro lo de la cafeteria",,,5,,2
23665,4,AC,11,2, sigue fallando en el tema de las matricula en línea,,,3,,3
20133,1,AC,25,5, Exigencia de algunos docentes,GEA,,5,,3
3816,4,AC,5,1, Por todo,,,5,,4
15363,3,AC,5,2, Me gusta como enseñan.,,,6,,4
15654,3,AC,31,2, el prestigio,,,5,,4
4685,3,AC,5,1, Es muy buena,,,4,,3
23750,4,AC,11,4, La atencion al alumno,,,6,,3
15795,1,AC,25,2, Mejoren el diseño arquitectenico,,,6,,1
9739,3,AC,25,1, Que enseñan bien,,,5,,4
18604,1,AC,7,4," Como estudiante de arquitectura, la universidad es muy buena, pero el área común de trabajo que tienen para nosotros, es muy pequeño y dificulta para los que vivimos lejos trabajar aquí ( terraza del H)",,Delegado,5,,3
19821,2,AC,7,1, que en atencion al alumno nos dan buena informacion sobre los tramites,,,3,,4
25580,2,FC,106,4, Porque tiene una excelente metodología de enseñanza y muy buen prestigio.,,,4,,4
4088,3,AC,14,2, Muy buena,,,6,,4
33394,4,PRESENCIAL,217,1," Recomiendo a alguien que no tenga carro, malísimo en gestión de estacionamientos; capacitar mejor a los coordinadores de programa en atención al cliente interno",,,,,3
8185,1,AC,3,3," Tienen buenas carreras, sin embargo deben de ser estrictos con los profesores que tienen porque muchos de ellos llegan tarde. Además, deben de ser más ágiles con respecto al Servicio al Alumno.",,,8,,2
17514,2,AC,15,2, Arreglen los secadores de mano,,,7,,3
10267,1,AC,17,1, El habiente y los cursos,,,4,,4
8434,4,AC,31,1, En los ascensores hay una cola larguisima,,,5,,3
1723,4,AC,15,1," Su sistema muy lento, los profesores no pueden hacer sus clases por qué el internet es muy lento otra es su pensión",,Delegado,7,,1
32711,3,FC,101,4, El estacionamiento cuando se sale en las noches se pierde 1 hora se debería poner a alguien que ayude,,,5,,3
11332,2,AC,13,2," Tardan mucho en contestar por contacto web y cuando llamas a la universidad te dejan esperando en línea por varios minutos (se me va el saldo). Deben hacer más cubículos y otro piso más para la biblioteca, ya están quedando chico. En los cubículos no hay pizarras y escribimos en el vidrio (todo lo que escribes se pierde con el fondo que se trasluce). Las Macs que se encuentran en la rotonda, la mitad siempre tienen un problema (el teclado no funciona o el cursor no se mueve) por favor denles ma",,,8,,2
3778,3,AC,14,1, Un ambiente preciso para estudiar,,,6,,4
24440,3,AC,28,1, La enseñanza es muy buena,,,2,,4
32922,3,FC,101,6," Las áreas, la infraestructura, la enseñanza, aunque prefería las computadoras con Windows o por lo menos una capacitación de uso, deberían haber más cúbiculos de estudio y mantener constante la mensualidad.",,,4,,4
6365,1,AC,37,2, Lo que más valoro es la calidad de profesores. Todos los profesores que me han enseñado han sido claros con sus explicaciones.,,,7,,4
21607,1,AC,25,1, El servicio de comunicación por teléfono,,,6,,3
23574,3,AC,11,2," Dejan demasiada tarea. La pensión es muy cara, es educación , no deberían cobrar tanto por la enseñanza , deberían darnos beneficios.",,,6,,2
13171,4,AC,12,2, Cursos blended,,Delegado,7,,2
9874,3,AC,7,3, Faltan libros en biblioteca,GEA,Delegado,5,Deportista,2
22138,4,AC,5,5," Los cursos blended no tienen buenos resultados en varios cursos. Por feriados se pierden clases no recuperadas y se toma examenes a la semana siguiente. El acompañamiento del profesor no es igual, deja que desear.",,,7,,2
6472,3,AC,3,3, mala atencion y demora en algunos servicios .,,,6,,1
22237,3,AC,25,2, La exigencia,,,3,,4
22524,3,AC,3,5, Mayor interés en los alumnos,,,6,,3
32653,3,FC,105,4, la enseñanza,,,5,,4
10530,3,AC,7,6," Demasiados alumnos para el campus, el comedor y espacios comunes colapsan, pésima infraestructura y atención al alumno",,,4,,2
5369,1,AC,4,5, LOS ESTACIONAMIENTOS DEL 1 !!!!!!!!!!!!!!!!,,,5,,3
23245,3,AC,34,1, Hay demasiadas horas a la semana de cursos generales y muy pocas horas de cursos de carrera,,,8,,2
33085,4,PRESENCIAL,224,1, En el apoyo de la parte administrativa al inicio de como acceder a las clases,,,,,3
24357,1,AC,37,3, Me parece una buena universidad,,,6,,4
28655,3,FC,103,7, A EPE se le trata muy distinto que a pregrado,,,3,,3
31345,3,FC,107,10, Exigencia y preocupación,,Delegado,5,,4
18364,3,AC,27,4," Más espacio para estudiar, más comedores",,,6,,3
26649,1,FC,107,1," Bueno, tiene muchos beneficios estar en la universidad, en las cuales tengo unas quejas sobre los talleres de los sábados, ya que no nos brindan la información necesaria para poder asistir, a nuestros correos no nos llega esa información y ahy alumnos que les gustaría reforzar sus conocimientos y no nos ayudan con esa información !",,,4,,4
10200,3,AC,5,6, Su sistema académico,,Delegado,6,,4
29486,2,FC,100,5, La calidad de enseñanza y la infraestructura moderna,,,5,,4
27611,3,FC,109,3, La metodologia,,,4,,4
24337,3,AC,12,5, Prestigio,,,6,,4
22573,3,AC,30,4," Que se hayan cambiado las computadoras por Ipad en los salones, perjudica a los alumnos de ingenierías.",GEA,Delegado,5,,3
32280,4,FC,101,2, La enseñanza educativa y curricula.,,Delegado,4,,4
20409,3,AC,20,2, La red wifi del stansa no funciona bien,,,5,,3
13511,3,AC,25,1," Las horas de clase, debido a que las clases virtuales no compensan las clases presenciales.",,,4,,3
22367,4,AC,5,4, La calidad de la enseñanza,,,6,,4
14135,3,AC,16,2, el Starbuck y q es buena u,,,6,,4
558,4,AC,15,1, La calidad en enseñanza y profesores de primer nivel en todas las áreas de estudio de la universidad.,,,7,,4
24581,2,AC,3,1, La alta calidad de los profesores,,,4,,4
26287,1,FC,108,9," Los profesores, la metodología que utilizan. Pero, el proceso de matrícula es pésimo.",,,4,,4
26952,2,FC,103,1, el servicio y eficiencia con que le dan solución,,,4,,4
8578,4,AC,25,5," ya puse 10, no me suban la pensión.",,,7,,4
6708,3,AC,29,1, Es muy agradable el lugar,,,4,,4
26713,3,FC,101,6, Caro,,,4,,2
8548,3,AC,17,1, Los profesores,,,7,,4
12864,1,AC,35,6," Organizacion, necesita mas espacio, hay materiales como gorras o guantes o tapa bocas que deberian dar y no pedir.",,,8,,3
21874,3,AC,6,1," El ambiente universitario es muy bonito, las personas, los docentes y la infraestructura de la universidad",,Delegado,4,,4
20851,1,AC,37,2, El nivel de enseñanza,,,6,,4
3095,2,AC,28,3, habilitar mas cubículos en la sede san Miguel,GEA,,5,,3
32029,3,FC,100,5, Horarios,,,4,,3
8133,3,AC,14,1, Las facilidades que me dan diariamente.,,Delegado,4,,4
21548,4,AC,26,6," Deberían mejorar el contenido de algunos cursos , así como tambien llevarnos a empresas para aplicar el conocimiento a la practica",,Delegado,7,,3
15346,1,AC,33,8," Cada vez suben y suben más la pensión, así como sube algún día deberían bajarla. Medicina es lo más aro y nisiquiera tenemos estacionamientos, para el precio que se paga.",,,4,,1
32585,4,PRESENCIAL,222,1," Mejorar el mobiliario de los salones de clase del MBA, debido a que por su estado y por el tiempo que permanecen los alumnos en los horarios de 8 horas, son totalmente incomodas.",,,,,3
20259,3,AC,13,4," buen ambiente, buenos amigos y buenos profesores.",,,5,,4
449,1,AC,11,1, la enseñanza,,Delegado,5,,4
19081,4,AC,15,8, El servicio de wifi no es eficiente y los profesores no cumplen su horario de trabajo.,,,7,,2
11977,3,AC,3,1," Hay demasiadas personas en el campus, pocos baños,pocas clases y ni siquiera hay aire acondicionado.",,Delegado,5,,2
14203,3,AC,27,1, Deberian mejorar el wifi y tambien no deberian haber clases en horarios de comida,,,6,,3
2778,2,AC,5,1, La educación es muy buena y su infrestuctura es moderna y apta para enseñar.,,,5,,4
24227,3,AC,24,6," Hay problemas en mi facultad, el cambio de malla nos ha afectado mucho y no nos apoyan lo necesario Siempre tengo problemas con la matricula",,,7,,3
21066,3,AC,11,4, mejorar atención al alumno,,,6,,3
3483,4,AC,2,4, el sistema,,,6,,3
18660,3,AC,34,1," La enseñanza es buena, pero cobran demasiado",,Delegado,8,,3
12601,4,AC,29,4, Computadoras más óptimas para poder trabajar bien con los programas,,,4,,2
30226,3,FC,103,2, la infraestuctura del campus de monterrico es excelente. ciertos problemas con docentes.,,,4,,3
9267,1,AC,33,4, La calidad de profesores ha disminuido.,,Delegado,6,,2
4965,4,AC,31,1, por que es exigente y nos permite desarrollarnos en diferentes ámbitos,,,6,,4
13127,3,AC,15,6, En la semana universitaria,,,7,,3
20828,3,AC,25,1, En la exigencia pues hay varios alumnos que se la llevan facil,,,3,,3
11024,1,AC,33,14, Recursos web,,,2,,4
29097,3,FC,103,4, ATENCIÓN AL ALUMNO Y NO AUMENTAR LAS PENSIONES SIN COMUNICARNOS Y MUY FRECUENTEMENTE,,,4,,3
7021,1,AC,36,1, Buena Universidad,,,4,,4
8245,1,AC,25,1, Que los talleres sean un poco mas tempranos,,Delegado,6,,3
28266,4,FC,107,1, Enseñanza. Presencial virtual exigencia,,,4,,4
10421,2,AC,31,1," En el centro de impresiones siempre se arma una cola infernal, se deberia trabajar con mayor rapidez y no demorar tanto tiempo en sacar copias. En cafeteria las mesas paran sucias a menos que avises que las limpien o tengas la suerte de encontrar una sin bandejas de comidas o basura.",,Delegado,5,,3
5192,3,AC,20,7, En tener horarios mas flexibles y con profesores a tiempo completo para que brinden asesorías.,,,3,,3
2762,1,AC,25,3, Experiencia,,,4,,4
22254,3,AC,6,9, Calidad educativa,GEA,,4,,4
6748,2,AC,5,2, abrir cursos,,Delegado,4,,2
29923,2,FC,106,4, Los ambientes y los.profesores,,,4,,4
12197,1,AC,37,2," Creo yo, que deberian evaluar los los precios de los beneficios dados en la universidad como los del almuerzo, cafés, etc. Así mismo, implementar mayores horarios para el bus.",,,7,,3
23183,2,AC,7,1, infrestructura fala espacio,,Delegado,3,,3
14404,2,AC,5,1, Son muy largos los tramites para cualquier cosa y los trabajadores paran de mal humor,,,2,,2
20469,3,AC,5,6," No deberian implementar el blende en cursos que tengan q ver con numeros ya que no se puede aprender de una manera optima. Por ejemplo en cursos como contabilidad, finanzas, estadistica , matematica",,,7,,3
6517,1,AC,25,2, Muy buenos docentes que son experimentados en sus temas y la universidad fomenta la recreacion en loa alumnos.,,,6,Deportista,4
2934,3,AC,15,1," La plana docente es muy buena, pero el confort de estudio no es el mejor, algunas sillas estan en mal estado, en los servicios higienicos algunas puertas estan en mal estado tambien, y el comedor es una nimiedad a comparacion del alumnado.",,Delegado,7,,3
16830,1,AC,25,1, Muy facil.... Debe ser mas exigente,,Delegado,5,,2
12525,1,AC,33,2, No me fallaron en mucho solo que la gestion de la.nueva malla me parecio muy raro eso fue o univo que no me gusto ._.,,,6,,2
24049,2,AC,11,1, La comida es muy cara,,,5,,2
11209,2,AC,28,1, Me ofrece todos los medios que necesito para poder hacer mis trabajos .,,,4,,4
3830,3,AC,7,1, En poner más comida vegetariana,,Delegado,3,,3
10517,4,AC,25,1, La calidad de enseñanza y los beneficios que ofrecen,,,5,,4
30813,2,FC,107,8, horarios flexibles y ubicacion estrategica,,,4,,4
2898,1,AC,33,2," Pesima atencion administrativa, campus con poco estacionamiento, sobretodo universidad Villa, pesimos horarios.",,,5,,1
3869,2,AC,31,1, Porque la pensión la suben demasiado,,,2,,2
28008,2,FC,107,1, Buena educacion y muy diciplinados,,,2,,4
33039,4,PRESENCIAL,221,1, Algunos profesores usan metodologia de pregrado memoristica y no nos es util en la practica a los mba,,,,,3
